220.0,9.999999999999998,0.0,0.0,220.00000000000006,9.999999999999998,0.0,0.0,
230.0,20.0,10.000000000000002,2.0000000000000004,230.0,20.0,10.000000000000002,2.0000000000000004,
240.0,20.0,15.0,0.0,240.0,20.0,15.0,0.0,
450.0,20.0,22.0,0.0,450.0,20.0,22.0,0.0,
500.0,30.0,22.0,0.0,500.0,30.0,22.0,0.0,
500.0,38.930368802245056,706.1931189299909,14.086743235124377,500.0,40.099999999999994,99.22000000000001,19.800000000000004,
505.3999999999999,46.715592307692305,266.862919298935,5.107506608284027,494.6000000000001,49.400000000000006,22.0,0.0,
229.98960884979846,19.999257774985605,22.0,0.0,230.0,20.0,22.0,0.0,
230.0,20.0,22.0,0.0,230.0,20.0,22.0,0.0,
230.0,20.0,22.0,0.0,230.0,20.0,22.0,0.0,
230.0,20.0,22.0,0.0,230.0,20.0,22.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
